"February 22, 2026 - February 28, 2026",,,Google Ads Performance,,,,,,,,,,,,,,,,,,Business Performance,,,,,,,,,,,
Brand,Region,Category,Impr.,Clicks,Cost,Calls,Resv.,Main Conv.,CPA,tCPA,Imp. Share,IS Lost to Budget,IS Lost to Rank,Conv. Rate,,Opportunity Score - Main Conv.,Opportunity Score - Car Count,Opportunity Score - GP,Opportunity Score - Revenue,,Conv. Rate,Revenue/Car,GP/Car,GP %,Cost/Car,Car Count,,,,,Opportunity Score - GP,
BP,MIDWEST,NB BRAKES,8350,611,2577.14,130,39,169,15.249349112426035,14.85,0.35279702551968906,0,0.6472,0.2765957446808511,,20.330637048849443,49.363001997611704,51.08336189474075,88.83592619204029,,0.24086687306501547,576.6760925449871,456.55012853470436,0.7986095755645086,62.8570731707317,41,,,,,,
BP,MIDWEST,NB OIL CHANGE,20859,1622,7009.64,211,211,422,16.61052132701422,15,0.5039988402155267,0.0011,0.4949,0.2601726263871763,,25.00243706350406,73.17390782539678,1.5629222108616494,9.510147109417687,,0.34395501405810686,143.77111716621255,106.87465940054496,0.7986095755645086,48.34234482758621,145,,,,,,
BP,MIDWEST,NB OTHER SERVICES,16455,614,1581.46,201,25,226,6.997610619469027,6.5,0.29579895378309873,0,0.7042,0.36807817589576547,,76.88802384134821,24.227461614573013,15.59244236580706,32.374981406109235,,0.1219951923076923,422.7389162561576,339.10837438423647,0.7986095755645086,56.480714285714285,28,,,,,,
BP,MIDWEST,NB WHEEL ALIGNMENT,4058,363,1194.51,62,37,99,12.065757575757576,9,0.5306656205047731,0,0.4693,0.2727272727272727,,7.256747550056295,40.33509929611779,0.9589871458488298,3.512569848651119,,0.2199367088607595,181.9496402877698,164.23021582733813,0.7986095755645086,54.29590909090909,22,,,,,,
BP,MIDWEST,TOTAL,52899,3307,12565.56,636,314,950,13.226905263157894,-,0.38485714909313135,-,-,0.28726942848503173,,114.7999727564908,59.68227180408045,21.373615235645897,50.16071076945756,,0.21160664303041612,353.45767195767195,281.3959435626102,0.7961234566053176,52.575564853556486,239,,,,,,
BP,TEXAS,CP,13929,469,921.0199999999999,145,23,168,5.482261904761904,4,0.3239679032445633,0.002852796836841493,0.6731837306663564,0.3582089552238806,,15.986553371917541,8.347994456535886,6.7425942980746685,9.343522030776121,,0.12311358220810167,481.0064516129032,390.1741935483871,0.7986095755645086,43.85809523809523,21,,,,,,
BP,TEXAS,NB BRAKES,25148,2035,6285.88,445,146,591,10.63600676818951,11,0.32020168580814384,0.0003,0.6795,0.29041769041769044,,117.96830653107398,39.477013215550784,33.21815229849372,67.42036198262404,,0.16485940084543282,492.9130434782609,396.711259754738,0.7986095755645086,64.80288659793814,97,,,,,,
BP,TEXAS,NB OIL CHANGE,39637,1889,5152.78,294,149,443,11.631557562076749,10,0.30189958260975536,0.0706,0.6276,0.23451561672842774,,88.06862930119124,22.628013410142046,1.0866821256012626,9.960529771194564,,0.18329177057356608,124.97619047619048,93.13265306122449,0.7986095755645086,63.614567901234565,81,,,,,,
BP,TEXAS,NB OTHER SERVICES,54648,2520,4172.66,547,82,629,6.633799682034976,5.5,0.2633004095398699,0.1511,0.5856,0.2496031746031746,,265.2938522758948,24.274177275797225,4.257676192503796,16.57459533441896,,0.12382567849686847,216.67755532139094,172.5563751317176,0.7986095755645086,53.49564102564102,78,,,,,,
BP,TEXAS,NB WHEEL ALIGNMENT,16552,1283,3552.05,279,78,356,9.977668539325844,9,0.41919716347980246,0.0107,0.5701,0.2774746687451286,,49.4346335201269,17.517991787384865,2.6283049872427977,11.230283061677175,,0.13394276629570748,219.08902077151336,194.79228486646883,0.7986095755645086,74.00104166666667,48,,,,,,
BP,TEXAS,TOTAL,149914,8196,20084.39,1710,478,2187,9.183534522176497,-,0.2999119753530989,-,-,0.26683748169838944,,555.9013922571286,25.54983247245618,9.285013086168082,27.76302601827768,,0.14239342133737287,316.45212765957444,255.74050151975683,0.808149097973111,61.798123076923076,325,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP,ALL,TOTAL,323960,19207,61925.18,3656,1393,5047,12.26970081236378,-,0.3267214496928036,-,-,0.26276878221481753,,218.15566258639757,1876.251181134497,33.27360205503995,41.11757452159089,,0.10412083158233011,272.81695156695156,220.7718423551757,0.808149097973111,65.6682714740191,943,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAVIS,GEORGIA,CP,42108,1904,3889.0099999999998,533,52,585,6.647880341880342,4,0.4347664477759881,0.08258123735183578,0.48265337938297614,0.3072478991596639,,28.60122231208638,4.618779183791682,2.5703413122221397,4.3866317600442395,,0.12311358220810167,481.0064516129032,390.1741935483871,0.8111620795107034,54.01402777777778,72,,,,,,
MAVIS,GEORGIA,NB AUTO SERVICE,9933,371,754.51,37,21,57,13.237017543859649,30,0.1173004251299008,0.0852,0.7975,0.15363881401617252,,32.403956650710974,8.156702738290877,8.779152949516073,23.051349868079487,,0.16495034939315925,492.9130434782609,396.711259754738,0.8048301115250044,83.83444444444444,9,,,,,,
MAVIS,GEORGIA,NB BRAKES,22242,1876,6695.11,418,152,570,11.745807017543859,8.5,0.26589996174445296,0.2599,0.4742,0.30383795309168443,,133.9766043556875,56.21002055575312,2.8612372408361977,26.287278087742163,,0.18340611353711792,124.97619047619048,93.13265306122449,0.7452031679503578,63.76295238095238,105,,,,,,
MAVIS,GEORGIA,NB TIRE SERVICE,22336,2243,4489.07,596,213,809,5.548912237330037,4,0.3564008871726955,0.1713,0.4722,0.3606776638430673,,263.27967062563096,87.44519584060593,12.806994550551144,41.83651604183482,,0.12384183740049588,216.67755532139094,172.5563751317176,0.7963740170308374,44.890699999999995,100,,,,,,
MAVIS,GEORGIA,NB TIRES,249649,17689,45406.24,3766,672,4438,10.231239296980622,5.25,0.4603377729261668,0,0.5396617703298993,0.2508903838543728,,508.5158153141097,11.854462063860995,1.3923326622172205,6.135058334158472,,0.13399602385685885,219.08902077151336,194.79228486646883,0.8891010794631127,76.31300840336134,595,,,,,,
MAVIS,GEORGIA,TOTAL,346268,24083,61233.939999999995,5350,1110,6459,9.480405635547298,-,0.3979323532926975,-,-,0.2681974837021966,,1030.7999876790088,18.542021291683916,5.238015850120201,17.615383361738324,,0.14243965797164196,316.45212765957444,255.74050151975683,0.808149097973111,69.50503972758229,881,,,,,,
